input,label
Problem: 6/18 x 2/5 | Student Answer: 1/3,conv-a
Problem: 4 16/17 x 15/17 | Student Answer: 37 1/17,pf-a
Problem: 4 16/17 x 15/17 | Student Answer: 74 2/17,pf-b
Problem: 4 16/17 x 15/17 | Student Answer: 99/289,pf-c
Problem: 4 16/17 x 15/17 | Student Answer: 2 8/17,pf-d
Problem: 4 16/17 x 15/17 | Student Answer: 99/1,pf-e
Problem: 4 16/17 x 15/17 | Student Answer: 8 208/289,a
Problem: 4 1/3 ÷ 2/3 | Student Answer: 4 1/3,conv-a
Problem: 4 1/3 ÷ 2/3 | Student Answer: 2 8/9,conv-b
Problem: 4 1/3 ÷ 2/3 | Student Answer: 4 5/9,conv-c
Problem: 4 1/3 ÷ 2/3 | Student Answer: 1 5/6,conv-d
Problem: 4 1/3 ÷ 2/3 | Student Answer: -6 1/2,po-a
Problem: 4 1/3 ÷ 2/3 | Student Answer: 2/13,po-b
Problem: 4 1/3 ÷ 2/3 | Student Answer: 2 1/2,po-c
Problem: 4 1/3 ÷ 2/3 | Student Answer: 6 1/2,po-d
Problem: 4 1/3 ÷ 2/3 | Student Answer: 4 1/3,pf-a
Problem: 4 1/3 ÷ 2/3 | Student Answer: 8 2/3,pf-b
Problem: 4 1/3 ÷ 2/3 | Student Answer: 1 2/3,pf-c
Problem: 4 1/3 ÷ 2/3 | Student Answer: 2 1/6,pf-d
Problem: 4 1/3 ÷ 2/3 | Student Answer: 15/1,pf-e
Problem: 4 1/3 ÷ 2/3 | Student Answer: 7/1,a
Problem: 5 11/19 - 1/9 | Student Answer: 5 11/19,conv-a
Problem: 5 11/19 - 1/9 | Student Answer: 19 1/106,conv-b
Problem: 5 11/19 - 1/9 | Student Answer: 11 134/171,conv-c
Problem: 5 11/19 - 1/9 | Student Answer: 10 1/2,conv-d
Problem: 5 11/19 - 1/9 | Student Answer: -5 80/171,po-a
Problem: 5 11/19 - 1/9 | Student Answer: 171/935,po-b
Problem: 5 11/19 - 1/9 | Student Answer: 106/171,po-c
Problem: 5 11/19 - 1/9 | Student Answer: 107/171,po-d
Problem: 5 11/19 - 1/9 | Student Answer: 10 7/10,pf-a
Problem: 5 11/19 - 1/9 | Student Answer: 5 12/19,pf-b
Problem: 5 11/19 - 1/9 | Student Answer: 34 1/14,pf-c
Problem: 5 11/19 - 1/9 | Student Answer: 5 11/19,pf-d
Problem: 5 11/19 - 1/9 | Student Answer: 35/57,pf-e
Problem: 5 11/19 - 1/9 | Student Answer: 10 160/171,a
Problem: 4 2/10 ÷ 3/4 | Student Answer: 3 3/20,conv-a
Problem: 4 2/10 ÷ 3/4 | Student Answer: 3 3/20,conv-b
Problem: 4 2/10 ÷ 3/4 | Student Answer: 3 13/14,conv-c
Problem: 4 2/10 ÷ 3/4 | Student Answer: 2 11/14,conv-d
Problem: 4 2/10 ÷ 3/4 | Student Answer: -5 3/5,po-a
Problem: 4 2/10 ÷ 3/4 | Student Answer: 5/28,po-b
Problem: 4 2/10 ÷ 3/4 | Student Answer: 3 3/14,po-c
Problem: 4 2/10 ÷ 3/4 | Student Answer: 5 3/5,po-d
Problem: 4 2/10 ÷ 3/4 | Student Answer: 9/1,pf-a
Problem: 4 2/10 ÷ 3/4 | Student Answer: 12 3/5,pf-b
Problem: 4 2/10 ÷ 3/4 | Student Answer: 1 1/8,pf-c
Problem: 4 2/10 ÷ 3/4 | Student Answer: 3/1,pf-d
Problem: 4 2/10 ÷ 3/4 | Student Answer: 7 1/2,pf-e
Problem: 4 2/10 ÷ 3/4 | Student Answer: 5 2/5,a
Problem: 2/3 ÷ 3/4 | Student Answer: 2/3,conv-a
Problem: 2/3 ÷ 3/4 | Student Answer: 1/2,conv-b
Problem: 2/3 ÷ 3/4 | Student Answer: 3/4,conv-c
Problem: 2/3 ÷ 3/4 | Student Answer: -1/7,conv-d
Problem: 2/3 ÷ 3/4 | Student Answer: -8/9,po-a
Problem: 2/3 ÷ 3/4 | Student Answer: 1 1/8,po-b
Problem: 2/3 ÷ 3/4 | Student Answer: 5/7,po-c
Problem: 2/3 ÷ 3/4 | Student Answer: 8/9,po-d
Problem: 2/3 ÷ 3/4 | Student Answer: 6/7,pf-a
Problem: 2/3 ÷ 3/4 | Student Answer: 2/1,pf-b
Problem: 2/3 ÷ 3/4 | Student Answer: 5/12,pf-c
Problem: 2/3 ÷ 3/4 | Student Answer: 2/7,pf-d
Problem: 2/3 ÷ 3/4 | Student Answer: -5/1,pf-e
Problem: 2/3 ÷ 3/4 | Student Answer: 1 7/9,a
Problem: 1/19 + 1/3 | Student Answer: 20/57,conv-a
Problem: 1/19 + 1/3 | Student Answer: 1/3,conv-b
Problem: 1/19 + 1/3 | Student Answer: 20/57,conv-c
Problem: 1/19 + 1/3 | Student Answer: 0/1,conv-d
Problem: 1/19 + 1/3 | Student Answer: -22/57,po-a
Problem: 1/19 + 1/3 | Student Answer: 2 13/22,po-b
Problem: 1/19 + 1/3 | Student Answer: 1/57,po-c
Problem: 1/19 + 1/3 | Student Answer: 2/57,po-d
Problem: 1/19 + 1/3 | Student Answer: 6/19,pf-a
Problem: 1/19 + 1/3 | Student Answer: 2/3,pf-b
Problem: 1/19 + 1/3 | Student Answer: 3/22,pf-c
Problem: 1/19 + 1/3 | Student Answer: 2/3,pf-d
Problem: 1/19 + 1/3 | Student Answer: 1/8,pf-e
Problem: 1/19 + 1/3 | Student Answer: 11/29,a
Problem: 4/13 x 2 14/19 | Student Answer: 4/13,conv-a
Problem: 4/13 x 2 14/19 | Student Answer: 19/169,conv-b
Problem: 4/13 x 2 14/19 | Student Answer: 2 5/32,conv-c
Problem: 4/13 x 2 14/19 | Student Answer: -1 1/2,conv-d
Problem: 4/13 x 2 14/19 | Student Answer: -16/19,po-a
Problem: 4/13 x 2 14/19 | Student Answer: 1 3/16,po-b
Problem: 4/13 x 2 14/19 | Student Answer: 8/1,po-c
Problem: 4/13 x 2 14/19 | Student Answer: 56/247,po-d
Problem: 4/13 x 2 14/19 | Student Answer: 6 1/2,pf-a
Problem: 4/13 x 2 14/19 | Student Answer: 16/1,pf-b
Problem: 4/13 x 2 14/19 | Student Answer: 56/247,pf-c
Problem: 4/13 x 2 14/19 | Student Answer: 1/8,pf-d
Problem: 4/13 x 2 14/19 | Student Answer: -9 1/3,pf-e
Problem: 4/13 x 2 14/19 | Student Answer: 1 13/19,a
Problem: 9/10 x 5/6 | Student Answer: 9/10,conv-a
Problem: 9/10 x 5/6 | Student Answer: 1 2/25,conv-b
Problem: 9/10 x 5/6 | Student Answer: 1 1/2,conv-c
Problem: 9/10 x 5/6 | Student Answer: 1/4,conv-d
Problem: 9/10 x 5/6 | Student Answer: -3/4,po-a
Problem: 9/10 x 5/6 | Student Answer: 1 1/3,po-b
Problem: 9/10 x 5/6 | Student Answer: 1/1,po-c
Problem: 9/10 x 5/6 | Student Answer: 7/30,po-d
Problem: 9/10 x 5/6 | Student Answer: 2 13/16,pf-a
Problem: 9/10 x 5/6 | Student Answer: 4 1/2,pf-b
Problem: 9/10 x 5/6 | Student Answer: 7/30,pf-c
Problem: 9/10 x 5/6 | Student Answer: 9/16,pf-d
Problem: 9/10 x 5/6 | Student Answer: 3 1/2,pf-e
Problem: 9/10 x 5/6 | Student Answer: 1 1/2,a
Problem: 9/10 + 8/9 | Student Answer: 1 8/19,conv-a
Problem: 9/10 + 8/9 | Student Answer: 10 1/9,conv-b
Problem: 9/10 + 8/9 | Student Answer: 1 4/45,conv-c
Problem: 9/10 + 8/9 | Student Answer: 1/19,conv-d
Problem: 9/10 + 8/9 | Student Answer: -1 71/90,po-a
Problem: 9/10 + 8/9 | Student Answer: 90/161,po-b
Problem: 9/10 + 8/9 | Student Answer: 4/5,po-c
Problem: 9/10 + 8/9 | Student Answer: 17/90,po-d
Problem: 9/10 + 8/9 | Student Answer: 17/1,pf-a
Problem: 9/10 + 8/9 | Student Answer: 1 8/9,pf-b
Problem: 9/10 + 8/9 | Student Answer: 3 15/19,pf-c
Problem: 9/10 + 8/9 | Student Answer: 1 8/9,pf-d
Problem: 9/10 + 8/9 | Student Answer: 17/1,pf-e
Problem: 9/10 + 8/9 | Student Answer: 1 10/13,a
Problem: 5/17 x 3 10/17 | Student Answer: 1 16/289,conv-a
Problem: 5/17 x 3 10/17 | Student Answer: 5/61,conv-b
Problem: 5/17 x 3 10/17 | Student Answer: 2 15/34,conv-c
Problem: 5/17 x 3 10/17 | Student Answer: -1 11/17,conv-d
Problem: 5/17 x 3 10/17 | Student Answer: -1 16/289,po-a
Problem: 5/17 x 3 10/17 | Student Answer: 289/305,po-b
Problem: 5/17 x 3 10/17 | Student Answer: -56/1,po-c
Problem: 5/17 x 3 10/17 | Student Answer: 66/289,po-d
Problem: 5/17 x 3 10/17 | Student Answer: 8 33/34,pf-a
Problem: 5/17 x 3 10/17 | Student Answer: 17 16/17,pf-b
Problem: 5/17 x 3 10/17 | Student Answer: 66/289,pf-c
Problem: 5/17 x 3 10/17 | Student Answer: 5/34,pf-d
Problem: 5/17 x 3 10/17 | Student Answer: 66/1,pf-e
Problem: 5/17 x 3 10/17 | Student Answer: 2 32/289,a
Problem: 1/5 - 8/14 | Student Answer: 9/19,conv-a
Problem: 1/5 - 8/14 | Student Answer: 4/7,conv-b
Problem: 1/5 - 8/14 | Student Answer: 13/70,conv-c
Problem: 1/5 - 8/14 | Student Answer: 7/9,conv-d
Problem: 1/5 - 8/14 | Student Answer: 13/35,po-a
Problem: 1/5 - 8/14 | Student Answer: -2 9/13,po-b
Problem: 1/5 - 8/14 | Student Answer: 4/35,po-c
Problem: 1/5 - 8/14 | Student Answer: 9/70,po-d
Problem: 1/5 - 8/14 | Student Answer: -1/1,pf-a
Problem: 1/5 - 8/14 | Student Answer: 9/14,pf-b
Problem: 1/5 - 8/14 | Student Answer: -7/19,pf-c
Problem: 1/5 - 8/14 | Student Answer: 9/14,pf-d
Problem: 1/5 - 8/14 | Student Answer: -1/10,pf-e
Problem: 1/5 - 8/14 | Student Answer: -26/35,a
Problem: 5/6 + 3 12/13 | Student Answer: 5/6,conv-a
Problem: 5/6 + 3 12/13 | Student Answer: 5/6,conv-b
Problem: 5/6 + 3 12/13 | Student Answer: 1 1/26,conv-c
Problem: 5/6 + 3 12/13 | Student Answer: -2 8/19,conv-d
Problem: 5/6 + 3 12/13 | Student Answer: -4 59/78,po-a
Problem: 5/6 + 3 12/13 | Student Answer: 78/371,po-b
Problem: 5/6 + 3 12/13 | Student Answer: 3 7/26,po-c
Problem: 5/6 + 3 12/13 | Student Answer: 28/39,po-d
Problem: 5/6 + 3 12/13 | Student Answer: 2 18/19,pf-a
Problem: 5/6 + 3 12/13 | Student Answer: 9 1/3,pf-b
Problem: 5/6 + 3 12/13 | Student Answer: 13 8/19,pf-c
Problem: 5/6 + 3 12/13 | Student Answer: -7 2/3,pf-d
Problem: 5/6 + 3 12/13 | Student Answer: -8/1,pf-e
Problem: 5/6 + 3 12/13 | Student Answer: 4 29/39,a
Problem: 15/19 ÷ 6/14 | Student Answer: 1 7/33,conv-a
Problem: 15/19 ÷ 6/14 | Student Answer: 45/133,conv-b
Problem: 15/19 ÷ 6/14 | Student Answer: 102/133,conv-c
Problem: 15/19 ÷ 6/14 | Student Answer: 3/11,conv-d
Problem: 15/19 ÷ 6/14 | Student Answer: -1 16/19,po-a
Problem: 15/19 ÷ 6/14 | Student Answer: 19/35,po-b
Problem: 15/19 ÷ 6/14 | Student Answer: 7/11,po-c
Problem: 15/19 ÷ 6/14 | Student Answer: 1 16/19,po-d
Problem: 15/19 ÷ 6/14 | Student Answer: 2 8/11,pf-a
Problem: 15/19 ÷ 6/14 | Student Answer: 4 14/19,pf-b
Problem: 15/19 ÷ 6/14 | Student Answer: 3/38,pf-c
Problem: 15/19 ÷ 6/14 | Student Answer: 5/11,pf-d
Problem: 15/19 ÷ 6/14 | Student Answer: 4 1/5,pf-e
Problem: 15/19 ÷ 6/14 | Student Answer: 1 15/19,a
Problem: 4/9 + 6/10 | Student Answer: 4/15,conv-a
Problem: 4/9 + 6/10 | Student Answer: 4/9,conv-b
Problem: 4/9 + 6/10 | Student Answer: 13/15,conv-c
Problem: 4/9 + 6/10 | Student Answer: -2/19,conv-d
Problem: 4/9 + 6/10 | Student Answer: -1 2/45,po-a
Problem: 4/9 + 6/10 | Student Answer: 45/47,po-b
Problem: 4/9 + 6/10 | Student Answer: 4/15,po-c
Problem: 4/9 + 6/10 | Student Answer: 1/9,po-d
Problem: 4/9 + 6/10 | Student Answer: 11 1/9,pf-a
Problem: 4/9 + 6/10 | Student Answer: 1 1/9,pf-b
Problem: 4/9 + 6/10 | Student Answer: -2/19,pf-c
Problem: 4/9 + 6/10 | Student Answer: -2/9,pf-d
Problem: 4/9 + 6/10 | Student Answer: -10/1,pf-e
Problem: 4/9 + 6/10 | Student Answer: 1 1/15,a
Problem: 14/17 - 15/18 | Student Answer: 14/17,conv-a
Problem: 14/17 - 15/18 | Student Answer: 5/6,conv-b
Problem: 14/17 - 15/18 | Student Answer: 1 11/35,conv-c
Problem: 14/17 - 15/18 | Student Answer: 1/1,conv-d
Problem: 14/17 - 15/18 | Student Answer: 1/102,po-a
Problem: 14/17 - 15/18 | Student Answer: -102/1,po-b
Problem: 14/17 - 15/18 | Student Answer: 35/51,po-c
Problem: 14/17 - 15/18 | Student Answer: 29/306,po-d
Problem: 14/17 - 15/18 | Student Answer: -29/1,pf-a
Problem: 14/17 - 15/18 | Student Answer: 1 11/18,pf-b
Problem: 14/17 - 15/18 | Student Answer: 6/1,pf-c
Problem: 14/17 - 15/18 | Student Answer: 1 11/18,pf-d
Problem: 14/17 - 15/18 | Student Answer: -1/306,pf-e
Problem: 14/17 - 15/18 | Student Answer: 0/1,a
Problem: 15/18 + 4 4/11 | Student Answer: 5/6,conv-a
Problem: 15/18 + 4 4/11 | Student Answer: 4 4/11,conv-b
Problem: 15/18 + 4 4/11 | Student Answer: 2 23/29,conv-c
Problem: 15/18 + 4 4/11 | Student Answer: -1 4/29,conv-d
Problem: 15/18 + 4 4/11 | Student Answer: -5 13/66,po-a
Problem: 15/18 + 4 4/11 | Student Answer: 66/343,po-b
Problem: 15/18 + 4 4/11 | Student Answer: 3 7/11,po-c
Problem: 15/18 + 4 4/11 | Student Answer: 7/22,po-d
Problem: 15/18 + 4 4/11 | Student Answer: 38 1/2,pf-a
Problem: 15/18 + 4 4/11 | Student Answer: 3 1/2,pf-b
Problem: 15/18 + 4 4/11 | Student Answer: 55/464,pf-c
Problem: 15/18 + 4 4/11 | Student Answer: -1 5/6,pf-d
Problem: 15/18 + 4 4/11 | Student Answer: 9/1,pf-e
Problem: 15/18 + 4 4/11 | Student Answer: 10 13/33,a
Problem: 16/17 ÷ 3/13 | Student Answer: 16/17,conv-a
Problem: 16/17 ÷ 3/13 | Student Answer: 48/221,conv-b
Problem: 16/17 ÷ 3/13 | Student Answer: 99/221,conv-c
Problem: 16/17 ÷ 3/13 | Student Answer: 13/30,conv-d
Problem: 16/17 ÷ 3/13 | Student Answer: -4 4/51,po-a
Problem: 16/17 ÷ 3/13 | Student Answer: 51/208,po-b
Problem: 16/17 ÷ 3/13 | Student Answer: 19/30,po-c
Problem: 16/17 ÷ 3/13 | Student Answer: 4 4/51,po-d
Problem: 16/17 ÷ 3/13 | Student Answer: 1 3/5,pf-a
Problem: 16/17 ÷ 3/13 | Student Answer: 2 14/17,pf-b
Problem: 16/17 ÷ 3/13 | Student Answer: 19/221,pf-c
Problem: 16/17 ÷ 3/13 | Student Answer: 8/15,pf-d
Problem: 16/17 ÷ 3/13 | Student Answer: 4 3/4,pf-e
Problem: 16/17 ÷ 3/13 | Student Answer: 4 1/17,a
Problem: 4/5 + 2 2/14 | Student Answer: 1 15/19,conv-a
Problem: 4/5 + 2 2/14 | Student Answer: 4/5,conv-b
Problem: 4/5 + 2 2/14 | Student Answer: 5/7,conv-c
Problem: 4/5 + 2 2/14 | Student Answer: -1 7/19,conv-d
Problem: 4/5 + 2 2/14 | Student Answer: -2 33/35,po-a
Problem: 4/5 + 2 2/14 | Student Answer: 35/103,po-b
Problem: 4/5 + 2 2/14 | Student Answer: 1 5/7,po-c
Problem: 4/5 + 2 2/14 | Student Answer: 17/35,po-d
Problem: 4/5 + 2 2/14 | Student Answer: -3 7/9,pf-a
Problem: 4/5 + 2 2/14 | Student Answer: 2 3/7,pf-b
Problem: 4/5 + 2 2/14 | Student Answer: 28/285,pf-c
Problem: 4/5 + 2 2/14 | Student Answer: 24/1,pf-d
Problem: 4/5 + 2 2/14 | Student Answer: -3 7/9,pf-e
Problem: 4/5 + 2 2/14 | Student Answer: 2 31/36,a
Problem: 3 4/15 ÷ 6/7 | Student Answer: 3 4/15,conv-a
Problem: 3 4/15 ÷ 6/7 | Student Answer: 2 4/5,conv-b
Problem: 3 4/15 ÷ 6/7 | Student Answer: 3 2/11,conv-c
Problem: 3 4/15 ÷ 6/7 | Student Answer: 1 21/22,conv-d
Problem: 3 4/15 ÷ 6/7 | Student Answer: -3 73/90,po-a
Problem: 3 4/15 ÷ 6/7 | Student Answer: 90/343,po-b
Problem: 3 4/15 ÷ 6/7 | Student Answer: 2 1/2,po-c
Problem: 3 4/15 ÷ 6/7 | Student Answer: 3 73/90,po-d
Problem: 3 4/15 ÷ 6/7 | Student Answer: 13 4/11,pf-a
Problem: 3 4/15 ÷ 6/7 | Student Answer: 19 3/5,pf-b
Problem: 3 4/15 ÷ 6/7 | Student Answer: 11/21,pf-c
Problem: 3 4/15 ÷ 6/7 | Student Answer: 2 5/22,pf-d
Problem: 3 4/15 ÷ 6/7 | Student Answer: 6 7/8,pf-e
Problem: 3 4/15 ÷ 6/7 | Student Answer: 7 28/45,a
Problem: 2 2/13 ÷ 4/11 | Student Answer: 1 7/8,conv-a
Problem: 2 2/13 ÷ 4/11 | Student Answer: 112/143,conv-b
Problem: 2 2/13 ÷ 4/11 | Student Answer: 1 21/143,conv-c
Problem: 2 2/13 ÷ 4/11 | Student Answer: 1/1,conv-d
Problem: 2 2/13 ÷ 4/11 | Student Answer: -5 12/13,po-a
Problem: 2 2/13 ÷ 4/11 | Student Answer: 13/77,po-b
Problem: 2 2/13 ÷ 4/11 | Student Answer: 1 1/3,po-c
Problem: 2 2/13 ÷ 4/11 | Student Answer: 5 12/13,po-d
Problem: 2 2/13 ÷ 4/11 | Student Answer: 4 2/3,pf-a
Problem: 2 2/13 ÷ 4/11 | Student Answer: 8 8/13,pf-b
Problem: 2 2/13 ÷ 4/11 | Student Answer: 32/143,pf-c
Problem: 2 2/13 ÷ 4/11 | Student Answer: 1 1/6,pf-d
Problem: 2 2/13 ÷ 4/11 | Student Answer: 16/1,pf-e
Problem: 2 2/13 ÷ 4/11 | Student Answer: 5 11/13,a
Problem: 4 2/3 - 9/12 | Student Answer: 3 1/2,conv-a
Problem: 4 2/3 - 9/12 | Student Answer: 3 1/14,conv-b
Problem: 4 2/3 - 9/12 | Student Answer: 1 11/15,conv-c
Problem: 4 2/3 - 9/12 | Student Answer: -5/9,conv-d
Problem: 4 2/3 - 9/12 | Student Answer: -3 11/12,po-a
Problem: 4 2/3 - 9/12 | Student Answer: 12/47,po-b
Problem: 4 2/3 - 9/12 | Student Answer: 3 1/2,po-c
Problem: 4 2/3 - 9/12 | Student Answer: 23/36,po-d
Problem: 4 2/3 - 9/12 | Student Answer: 92/1,pf-a
Problem: 4 2/3 - 9/12 | Student Answer: 1 11/12,pf-b
Problem: 4 2/3 - 9/12 | Student Answer: 8 2/5,pf-c
Problem: 4 2/3 - 9/12 | Student Answer: 1 2/3,pf-d
Problem: 4 2/3 - 9/12 | Student Answer: 5/36,pf-e
Problem: 4 2/3 - 9/12 | Student Answer: 3 8/13,a
Problem: 5 6/7 + 2 3/8 | Student Answer: 5 6/7,conv-a
Problem: 5 6/7 + 2 3/8 | Student Answer: 5 6/7,conv-b
Problem: 5 6/7 + 2 3/8 | Student Answer: 16 2/7,conv-c
Problem: 5 6/7 + 2 3/8 | Student Answer: 1 7/15,conv-d
Problem: 5 6/7 + 2 3/8 | Student Answer: -8 13/56,po-a
Problem: 5 6/7 + 2 3/8 | Student Answer: 56/461,po-b
Problem: 5 6/7 + 2 3/8 | Student Answer: 13 51/56,po-c
Problem: 5 6/7 + 2 3/8 | Student Answer: 1 1/14,po-d
Problem: 5 6/7 + 2 3/8 | Student Answer: 68 4/7,pf-a
Problem: 5 6/7 + 2 3/8 | Student Answer: 8 4/7,pf-b
Problem: 5 6/7 + 2 3/8 | Student Answer: 1 43/285,pf-c
Problem: 5 6/7 + 2 3/8 | Student Answer: 3 1/7,pf-d
Problem: 5 6/7 + 2 3/8 | Student Answer: -60/1,pf-e
Problem: 5 6/7 + 2 3/8 | Student Answer: 8 1/4,a
Problem: 1 17/20 x 4 3/6 | Student Answer: 3 3/13,conv-a
Problem: 1 17/20 x 4 3/6 | Student Answer: 37/90,conv-b
Problem: 1 17/20 x 4 3/6 | Student Answer: 3 3/13,conv-c
Problem: 1 17/20 x 4 3/6 | Student Answer: 5/13,conv-d
Problem: 1 17/20 x 4 3/6 | Student Answer: -8 13/40,po-a
Problem: 1 17/20 x 4 3/6 | Student Answer: 40/333,po-b
Problem: 1 17/20 x 4 3/6 | Student Answer: 5/7,po-c
Problem: 1 17/20 x 4 3/6 | Student Answer: 8/15,po-d
Problem: 1 17/20 x 4 3/6 | Student Answer: 38 11/26,pf-a
Problem: 1 17/20 x 4 3/6 | Student Answer: 49 19/20,pf-b
Problem: 1 17/20 x 4 3/6 | Student Answer: 8/15,pf-c
Problem: 1 17/20 x 4 3/6 | Student Answer: 1 11/26,pf-d
Problem: 1 17/20 x 4 3/6 | Student Answer: 4 4/7,pf-e
Problem: 1 17/20 x 4 3/6 | Student Answer: 8 7/20,a
Problem: 4 1/9 - 6/19 | Student Answer: 1 15/28,conv-a
Problem: 4 1/9 - 6/19 | Student Answer: 6/19,conv-b
Problem: 4 1/9 - 6/19 | Student Answer: 1 56/57,conv-c
Problem: 4 1/9 - 6/19 | Student Answer: -3 1/10,conv-d
Problem: 4 1/9 - 6/19 | Student Answer: -3 136/171,po-a
Problem: 4 1/9 - 6/19 | Student Answer: 171/649,po-b
Problem: 4 1/9 - 6/19 | Student Answer: 1 17/57,po-c
Problem: 4 1/9 - 6/19 | Student Answer: 43/171,po-d
Problem: 4 1/9 - 6/19 | Student Answer: 1 15/28,pf-a
Problem: 4 1/9 - 6/19 | Student Answer: 4 7/9,pf-b
Problem: 4 1/9 - 6/19 | Student Answer: 4 31/168,pf-c
Problem: 4 1/9 - 6/19 | Student Answer: 3 4/9,pf-d
Problem: 4 1/9 - 6/19 | Student Answer: 31/171,pf-e
Problem: 4 1/9 - 6/19 | Student Answer: 3 137/171,a
Problem: 4 5/16 x 3 13/18 | Student Answer: 4/1,conv-a
Problem: 4 5/16 x 3 13/18 | Student Answer: 1 85/536,conv-b
Problem: 4 5/16 x 3 13/18 | Student Answer: 4 8/17,conv-c
Problem: 4 5/16 x 3 13/18 | Student Answer: 1/17,conv-d
Problem: 4 5/16 x 3 13/18 | Student Answer: -16 5/96,po-a
Problem: 4 5/16 x 3 13/18 | Student Answer: 96/1541,po-b
Problem: 4 5/16 x 3 13/18 | Student Answer: -1/1,po-c
Problem: 4 5/16 x 3 13/18 | Student Answer: 17/36,po-d
Problem: 4 5/16 x 3 13/18 | Student Answer: 135 33/34,pf-a
Problem: 4 5/16 x 3 13/18 | Student Answer: 288 15/16,pf-b
Problem: 4 5/16 x 3 13/18 | Student Answer: 17/36,pf-c
Problem: 4 5/16 x 3 13/18 | Student Answer: 2 1/34,pf-d
Problem: 4 5/16 x 3 13/18 | Student Answer: -68/1,pf-e
Problem: 4 5/16 x 3 13/18 | Student Answer: 32 5/48,a
Problem: 2/17 ÷ 1/6 | Student Answer: 20/23,conv-a
Problem: 2/17 ÷ 1/6 | Student Answer: 1/51,conv-b
Problem: 2/17 ÷ 1/6 | Student Answer: 19/102,conv-c
Problem: 2/17 ÷ 1/6 | Student Answer: 1/23,conv-d
Problem: 2/17 ÷ 1/6 | Student Answer: -12/17,po-a
Problem: 2/17 ÷ 1/6 | Student Answer: 1 5/12,po-b
Problem: 2/17 ÷ 1/6 | Student Answer: 3/23,po-c
Problem: 2/17 ÷ 1/6 | Student Answer: 12/17,po-d
Problem: 2/17 ÷ 1/6 | Student Answer: 2/23,pf-a
Problem: 2/17 ÷ 1/6 | Student Answer: 2/17,pf-b
Problem: 2/17 ÷ 1/6 | Student Answer: 1/34,pf-c
Problem: 2/17 ÷ 1/6 | Student Answer: 2/23,pf-d
Problem: 2/17 ÷ 1/6 | Student Answer: 3/11,pf-e
Problem: 2/17 ÷ 1/6 | Student Answer: 1 7/17,a
Problem: 5/8 ÷ 1 1/14 | Student Answer: 10/11,conv-a
Problem: 5/8 ÷ 1 1/14 | Student Answer: 75/112,conv-b
Problem: 5/8 ÷ 1 1/14 | Student Answer: 1 83/112,conv-c
Problem: 5/8 ÷ 1 1/14 | Student Answer: -5/11,conv-d
Problem: 5/8 ÷ 1 1/14 | Student Answer: -7/12,po-a
Problem: 5/8 ÷ 1 1/14 | Student Answer: 1 5/7,po-b
Problem: 5/8 ÷ 1 1/14 | Student Answer: 10/11,po-c
Problem: 5/8 ÷ 1 1/14 | Student Answer: 7/12,po-d
Problem: 5/8 ÷ 1 1/14 | Student Answer: 3 9/22,pf-a
Problem: 5/8 ÷ 1 1/14 | Student Answer: 9 3/8,pf-b
Problem: 5/8 ÷ 1 1/14 | Student Answer: 5/28,pf-c
Problem: 5/8 ÷ 1 1/14 | Student Answer: 5/22,pf-d
Problem: 5/8 ÷ 1 1/14 | Student Answer: -3 1/3,pf-e
Problem: 5/8 ÷ 1 1/14 | Student Answer: 1/2,a
Problem: 1/11 ÷ 17/20 | Student Answer: 17/220,conv-a
Problem: 1/11 ÷ 17/20 | Student Answer: 17/220,conv-b
Problem: 1/11 ÷ 17/20 | Student Answer: 29/31,conv-c
Problem: 1/11 ÷ 17/20 | Student Answer: -16/31,conv-d
Problem: 1/11 ÷ 17/20 | Student Answer: -20/187,po-a
Problem: 1/11 ÷ 17/20 | Student Answer: 9 7/20,po-b
Problem: 1/11 ÷ 17/20 | Student Answer: 18/31,po-c
Problem: 1/11 ÷ 17/20 | Student Answer: 20/187,po-d
Problem: 1/11 ÷ 17/20 | Student Answer: 17/31,pf-a
Problem: 1/11 ÷ 17/20 | Student Answer: 1 6/11,pf-b
Problem: 1/11 ÷ 17/20 | Student Answer: 9/110,pf-c
Problem: 1/11 ÷ 17/20 | Student Answer: 1/31,pf-d
Problem: 1/11 ÷ 17/20 | Student Answer: -2/1,pf-e
Problem: 1/11 ÷ 17/20 | Student Answer: 5/47,a
Problem: 5 3/7 x 1/3 | Student Answer: 3 9/10,conv-a
Problem: 5 3/7 x 1/3 | Student Answer: 16 2/7,conv-b
Problem: 5 3/7 x 1/3 | Student Answer: 2 1/7,conv-c
Problem: 5 3/7 x 1/3 | Student Answer: 3 7/10,conv-d
Problem: 5 3/7 x 1/3 | Student Answer: -1 17/21,po-a
Problem: 5 3/7 x 1/3 | Student Answer: 21/38,po-b
Problem: 5 3/7 x 1/3 | Student Answer: 9 1/4,po-c
Problem: 5 3/7 x 1/3 | Student Answer: 1 6/7,po-d
Problem: 5 3/7 x 1/3 | Student Answer: 3 4/5,pf-a
Problem: 5 3/7 x 1/3 | Student Answer: 5 3/7,pf-b
Problem: 5 3/7 x 1/3 | Student Answer: 1 6/7,pf-c
Problem: 5 3/7 x 1/3 | Student Answer: 3 4/5,pf-d
Problem: 5 3/7 x 1/3 | Student Answer: 9 3/4,pf-e
Problem: 5 3/7 x 1/3 | Student Answer: 1 8/11,a
